Item Code,Item Name,Total Projected Qty,Default Unit of Measure,Standard Selling Rate,Item Group,Auto Create Assets on Purchase,Minimum Order Qty,Allow Purchase
Terminal End Stopper Bloxconnect E/FJ,Terminal End Stopper Bloxconnect E/FJ,12,Pcs,0.8,All Item Groups,1,1,1
Terminator Soldering Iron 20W with 12A Plug 8Gm Sol,Terminator Soldering Iron 20W with 12A Plug 8Gm Sol,1,Nos,30,All Item Groups,1,1,1
Terminator Soldering Paste 50G TSP 50G,Terminator Soldering Paste 50G TSP 50G,1,Nos,10,All Item Groups,1,1,1
Terminator Soldering Wire 60/40 100G TSW 100G 1.00M,Terminator Soldering Wire 60/40 100G TSW 100G 1.00M,1,Nos,20,All Item Groups,1,1,1
Terraco Joint Compound 28 KG,Terraco Joint Compound 28 KG,1,DRUM,43,All Item Groups,1,1,1
Testing Plug 2,Testing Plug 2,6,Nos,17.5,All Item Groups,1,1,1
Thermocouple,Thermocouple,1,Pcs,95.24,All Item Groups,1,1,1
Thermostat Guard,Thermostat Guard,1,Nos,25,All Item Groups,1,1,1
Thermostat Honeywell 24VAC T6865H2WB-R,Thermostat Honeywell 24VAC T6865H2WB-R,5,Pcs,180,All Item Groups,1,1,1
Thermostat Honeywell 24VAC T6865H2WG-R,Thermostat Honeywell 24VAC T6865H2WG-R,1,Pcs,180,All Item Groups,1,1,1
T Hex Key 4MM,T Hex Key 4MM,1,Pcs,13,All Item Groups,1,1,1
Through Bolt 06x80,Through Bolt 06x80,10,Pcs,0.75,All Item Groups,1,1,1
Through Bolt 6x100,Through Bolt 6x100,10,Pcs,0.5,All Item Groups,1,1,1
"THR Wall Mounted 1/2"" Ceramic Head 1/4 Turn Right","THR Wall Mounted 1/2"" Ceramic Head 1/4 Turn Right",1,Nos,266,All Item Groups,1,1,1
Tile Cross 2.5MM,Tile Cross 2.5MM,4,Pkt,1.5,All Item Groups,1,1,1
Tilecross 3MM,Tilecross 3MM,11,Pkt,2,All Item Groups,1,1,1
Tile Cutting,Tile Cutting,1,Nos,47.62,All Item Groups,1,1,1
Tile stains removal & cleaning work,Tile stains removal & cleaning work,,,,All Item Groups,1,1,1
Tintextra,Tintextra,2,Nos,30,All Item Groups,1,1,1
Tool Knife,Tool Knife,3,Pcs,6,All Item Groups,1,1,1
Tools Bit,Tools Bit,1,Nos,30,All Item Groups,1,1,1
"Top Bend Neon 16x16mm, DC24v, 12mm PCB,","Top Bend Neon 16x16mm, DC24v, 12mm PCB,",,,,All Item Groups,1,1,1
Top Plug 13A KM,Top Plug 13A KM,20,Pcs,3.5,All Item Groups,1,1,1
"Torq Gypsum Screw Fine Thread 6x1-1/2"" (1000/Pkt)","Torq Gypsum Screw Fine Thread 6x1-1/2"" (1000/Pkt)",1,Pkt,20,All Item Groups,1,1,1
Total Impact Drill 810W Drilling Capcity 13MM,Total Impact Drill 810W Drilling Capcity 13MM,1,Nos,120,All Item Groups,1,1,1
Tower Complet,Tower Complet,2,Set,9.6,All Item Groups,1,1,1
"TOWER JOINTTAPE 2""X90YD","TOWER JOINTTAPE 2""X90YD",2,Roll,10,All Item Groups,1,1,1
"Tower Paint Roller  9""","Tower Paint Roller  9""",4,Nos,10.5,All Item Groups,1,1,1
"Tower Paint Roller Sleeve 4""","Tower Paint Roller Sleeve 4""",7,Pkt,18,All Item Groups,1,1,1
"Tower Paint Roller Sleeve 4"" Epoxy","Tower Paint Roller Sleeve 4"" Epoxy",1,Nos,2.5,All Item Groups,1,1,1
"Tower Paint Roller Sleeve 9"" Blue","Tower Paint Roller Sleeve 9"" Blue",63,Pcs,4.9,All Item Groups,1,1,1
"Tower Paint Roller Sleeve 9"" Epoxy","Tower Paint Roller Sleeve 9"" Epoxy",1,Nos,8,All Item Groups,1,1,1
"Tower Refill 9""","Tower Refill 9""",,,,All Item Groups,1,1,1
TP Isolator Schneider 63A 3P,TP Isolator Schneider 63A 3P,1,Nos,75,All Item Groups,1,1,1
Transfer pump work,Transfer pump work,,,,All Item Groups,1,1,1
Transformer (ET20),Transformer (ET20),1,Nos,50,All Item Groups,1,1,1
Transport Charge For Pickup and Labour Charge,Transport Charge For Pickup and Labour Charge,,,,All Item Groups,1,1,1
"Trap Seal Green Drain 3""","Trap Seal Green Drain 3""",20,Nos,85,All Item Groups,1,1,1
"Trap Seal Green Drain 3 1/2""","Trap Seal Green Drain 3 1/2""",2,Nos,85,All Item Groups,1,1,1
"Trap Seal Green Drain 4""","Trap Seal Green Drain 4""",2,Nos,85,All Item Groups,1,1,1
Tridonic SLA G2 50MM 1200LM 930 36D SNC,Tridonic SLA G2 50MM 1200LM 930 36D SNC,16,Nos,35,All Item Groups,1,1,1
"Tube Bender 1/2"" Spring Type","Tube Bender 1/2"" Spring Type",1,Nos,10,All Item Groups,1,1,1
"Tube Bender 5/8"" Spring Type","Tube Bender 5/8"" Spring Type",1,Nos,15,All Item Groups,1,1,1
Turin Built-In-Indoor/Outdoor Drawer Fridge,Turin Built-In-Indoor/Outdoor Drawer Fridge,1,Nos,6685.71,All Item Groups,1,1,1
Turk - Side Hunk Espagnolette,Turk - Side Hunk Espagnolette,1,Pcs,245,All Item Groups,1,1,1
TV cabinet Modification Work,TV cabinet Modification Work,,,,All Item Groups,1,1,1
TV cabinet stain removal,TV cabinet stain removal,,,,All Item Groups,1,1,1
UAE Steal Bar 10MM 6Mtr,UAE Steal Bar 10MM 6Mtr,4,Nos,14,All Item Groups,1,1,1
UKEN ALLEN KEY SET,UKEN ALLEN KEY SET,2,Set,19,All Item Groups,1,1,1
Uken Con Hinge Full Bend Hydeaulic (Insert),Uken Con Hinge Full Bend Hydeaulic (Insert),4,Nos,2.5,All Item Groups,1,1,1
"Uken Cutting Disc Metal/INOX 4"" x 1""MM","Uken Cutting Disc Metal/INOX 4"" x 1""MM",30,Nos,1.3,All Item Groups,1,1,1
Uken Daimond Blade Marble / Granite Cutting 115MM,Uken Daimond Blade Marble / Granite Cutting 115MM,2,Nos,25,All Item Groups,1,1,1
Uken Diamond Blade Tile Cuttting 100MM,Uken Diamond Blade Tile Cuttting 100MM,2,Nos,15,All Item Groups,1,1,1
Uken Hand Wire Brush,Uken Hand Wire Brush,4,Nos,3,All Item Groups,1,1,1
Uken Hole Saw 20MM,Uken Hole Saw 20MM,2,Nos,10,All Item Groups,1,1,1
Uken Hole Saw 25MM,Uken Hole Saw 25MM,2,Nos,12,All Item Groups,1,1,1
Uken Hole Saw 32MM,Uken Hole Saw 32MM,1,Nos,13,All Item Groups,1,1,1
Uken Hole Saw 43MM,Uken Hole Saw 43MM,1,Nos,17,All Item Groups,1,1,1
Uken Hole Saw 64MM,Uken Hole Saw 64MM,1,Nos,24,All Item Groups,1,1,1
Uken Hole Saw 73MM,Uken Hole Saw 73MM,2,Nos,28,All Item Groups,1,1,1
Uken Hole Saw ARBOR for 14-30MM Round,Uken Hole Saw ARBOR for 14-30MM Round,1,Nos,10,All Item Groups,1,1,1
"Uken Hole Saw Arbor for 32-210MM Hex7/16""","Uken Hole Saw Arbor for 32-210MM Hex7/16""",1,Nos,18,All Item Groups,1,1,1
"Uken Job Saw 6""","Uken Job Saw 6""",3,Nos,12,All Item Groups,1,1,1
Uken Measuring Tape 5Mtr,Uken Measuring Tape 5Mtr,17,Nos,9.94,All Item Groups,1,1,1
Uken Padlock 50MM Long Shackle,Uken Padlock 50MM Long Shackle,1,Nos,22,All Item Groups,1,1,1
"Uken Paint Roller Sleeve 9"" Blue","Uken Paint Roller Sleeve 9"" Blue",10,Nos,4,All Item Groups,1,1,1
UKEN Screw Bit Double End PH 2x100MM,UKEN Screw Bit Double End PH 2x100MM,1,Nos,3,All Item Groups,1,1,1
UKEN Screw Bit Double End PH 2x150MM,UKEN Screw Bit Double End PH 2x150MM,1,Nos,5,All Item Groups,1,1,1
UKEN Screw Bit Double End PH 2x65mm,UKEN Screw Bit Double End PH 2x65mm,10,Nos,1.5,All Item Groups,1,1,1
Uken Screw Driver Star Flat 6x 100MM,Uken Screw Driver Star Flat 6x 100MM,5,Nos,6,All Item Groups,1,1,1
UKEN Screw Driver Star PH 1(4mm)X125MM,UKEN Screw Driver Star PH 1(4mm)X125MM,1,Nos,6,All Item Groups,1,1,1
Uken Screw Driver Star PH2 x 100MM,Uken Screw Driver Star PH2 x 100MM,5,Nos,6,All Item Groups,1,1,1
Uken SDS Plus Drill Bit 6x160mm,Uken SDS Plus Drill Bit 6x160mm,3,Nos,3.67,All Item Groups,1,1,1
Uken Snap  Off Blade 18MM 10pcs,Uken Snap  Off Blade 18MM 10pcs,6,Pkt,5,All Item Groups,1,1,1
Uken Wood Plane No# 2,Uken Wood Plane No# 2,1,Nos,45,All Item Groups,1,1,1
Ultimate 6pin Brass Cylinder 60MM with 3 Keys,Ultimate 6pin Brass Cylinder 60MM with 3 Keys,1,Nos,25,All Item Groups,1,1,1
Ultimate Mortice Sliding Door Hook Lock 50MM Cylind,Ultimate Mortice Sliding Door Hook Lock 50MM Cylind,1,Nos,45,All Item Groups,1,1,1
Ultimate Ss304 Round Inner Base with 2 Cover+2 Inne,Ultimate Ss304 Round Inner Base with 2 Cover+2 Inne,1,Nos,15,All Item Groups,1,1,1
"Ultra Pac Filters F7,20 mm GI 592x592x500x6P","Ultra Pac Filters F7,20 mm GI 592x592x500x6P",1,Nos,33,All Item Groups,1,1,1
Ultra Pac Filters F7 GI 3P 292x592x500MM,Ultra Pac Filters F7 GI 3P 292x592x500MM,1,Nos,20,All Item Groups,1,1,1
Ultratech Cement,Ultratech Cement,,,,All Item Groups,1,1,1
Underground 12*5w Ww,Underground 12*5w Ww,2,Pcs,171.43,All Item Groups,1,1,1
UNIFIX 10MM,UNIFIX 10MM,,,,All Item Groups,1,1,1
Union 32MM Rak Therm PPR,Union 32MM Rak Therm PPR,2,Nos,11,All Item Groups,1,1,1
Universal Heated Towel Rail 1600x500MM Matt Black,Universal Heated Towel Rail 1600x500MM Matt Black,1,Nos,1140,All Item Groups,1,1,1
Universal Socket Kedbrooke W/Neon 2G 16A,Universal Socket Kedbrooke W/Neon 2G 16A,5,Nos,15,All Item Groups,1,1,1
Unlimate S/S 304 Flush Pull 51- 102mm,Unlimate S/S 304 Flush Pull 51- 102mm,2,Pcs,8,All Item Groups,1,1,1
"UPVC Access Plug 4"" Grey Hepworth Solvent","UPVC Access Plug 4"" Grey Hepworth Solvent",2,Pcs,12,All Item Groups,1,1,1
"UPVC Drainage End Cap Grey 4""-NB","UPVC Drainage End Cap Grey 4""-NB",,,,All Item Groups,1,1,1
"UPVC Elbow 1.5""","UPVC Elbow 1.5""",2,Pcs,2.25,All Item Groups,1,1,1
"UPVC Elbow 2""","UPVC Elbow 2""",2,Pcs,2.75,All Item Groups,1,1,1
"UPVC Elbow 3""","UPVC Elbow 3""",3,Nos,5,All Item Groups,1,1,1
"UPVC Elbow 3"" 45deg","UPVC Elbow 3"" 45deg",5,Pcs,6,All Item Groups,1,1,1
"UPVC Elbow Era 4"" x 45","UPVC Elbow Era 4"" x 45",5,Nos,7,All Item Groups,1,1,1
"UPVC Elbow Era 4"" x 90","UPVC Elbow Era 4"" x 90",10,Pcs,8,All Item Groups,1,1,1
"UPVC END Cap HEPWORTH 4"" Grey","UPVC END Cap HEPWORTH 4"" Grey",1,Nos,7,All Item Groups,1,1,1
"Upvc F.Socket 1 1/2"" Era","Upvc F.Socket 1 1/2"" Era",1,Nos,2.5,All Item Groups,1,1,1
"Upvc Nipple Socket 2""","Upvc Nipple Socket 2""",1,Nos,3.5,All Item Groups,1,1,1
UPVC Pipe 1x4 MTR Drinage White,UPVC Pipe 1x4 MTR Drinage White,,,,All Item Groups,1,1,1
"UPVC Push Type Tee 4"" Red","UPVC Push Type Tee 4"" Red",1,Pcs,18,All Item Groups,1,1,1
"UPVC RED. Bush 4""x2""","UPVC RED. Bush 4""x2""",1,Nos,5,All Item Groups,1,1,1
UPVC Reduser Bush 2x1.5 Drinage,UPVC Reduser Bush 2x1.5 Drinage,2,Nos,2,All Item Groups,1,1,1
"UPVC Socket 3""","UPVC Socket 3""",3,Nos,3,All Item Groups,1,1,1
"UPVC Tee 3""","UPVC Tee 3""",2,Nos,8,All Item Groups,1,1,1
"UPVC Y 11/2""","UPVC Y 11/2""",5,Pcs,3,All Item Groups,1,1,1
"UPVC Y 2""","UPVC Y 2""",5,Pcs,3.5,All Item Groups,1,1,1
"UPVC Y 4"" Red Hep Worth Push Fit","UPVC Y 4"" Red Hep Worth Push Fit",1,Nos,23,All Item Groups,1,1,1
USPRO Timer Switch SUL180A US-1470,USPRO Timer Switch SUL180A US-1470,,,,All Item Groups,1,1,1
UV Glue (30/21 Fl 250Ml),UV Glue (30/21 Fl 250Ml),1,Nos,220.5,All Item Groups,1,1,1
UV Glue (30/23FL 50ML),UV Glue (30/23FL 50ML),1,Nos,84,All Item Groups,1,1,1
UV Light 60CM/250W/Double,UV Light 60CM/250W/Double,1,Nos,294,All Item Groups,1,1,1
UV Relay Three Phase Broyoce,UV Relay Three Phase Broyoce,1,Nos,55,All Item Groups,1,1,1
V3 Golden Stainless V3-020 Double MF Socket with Sw,V3 Golden Stainless V3-020 Double MF Socket with Sw,1,Pcs,21.6,All Item Groups,1,1,1
Valencia Mortice Lock 55x72 Fire Rated,Valencia Mortice Lock 55x72 Fire Rated,1,Nos,35,All Item Groups,1,1,1
Vanity door repair work,Vanity door repair work,,,,All Item Groups,1,1,1
Vanity doors alignment,Vanity doors alignment,,,,All Item Groups,1,1,1
Various work,Various work,,,,All Item Groups,1,1,1
VARIOUS WORK 0% VAT,VARIOUS WORK 0% VAT,1,Lot,35,All Item Groups,1,1,1
Various work As per attached Annex 01-00 during 2023 AMC,Various work As per attached Annex 01-00 during 2023 AMC,,,,All Item Groups,1,1,1
Various Work Till End Of Year 2024,Various Work Till End Of Year 2024,,,,All Item Groups,1,1,1
Vaultex Safety Shoes VE5 40,Vaultex Safety Shoes VE5 40,5,Nos,20.6,All Item Groups,1,1,1
Vaultex Safety Shoes VE5 42,Vaultex Safety Shoes VE5 42,1,Nos,55,All Item Groups,1,1,1
Vaulttex V081 Safety Spectacle,Vaulttex V081 Safety Spectacle,10,Pcs,5,All Item Groups,1,1,1
"Velcro Disc 5"" X60G W/Holes","Velcro Disc 5"" X60G W/Holes",10,Nos,1,All Item Groups,1,1,1
Vibration Bush,Vibration Bush,6,Pcs,3,All Item Groups,1,1,1
Vibration Pad 18x18x7/8 With Cork,Vibration Pad 18x18x7/8 With Cork,2,Pcs,30,All Item Groups,1,1,1
Victoria Plus Silent Pmp 2HP 3PH,Victoria Plus Silent Pmp 2HP 3PH,2,Nos,1430,All Item Groups,1,1,1
Viman Double Prof Cylinder 35x35MM Satin Nickel,Viman Double Prof Cylinder 35x35MM Satin Nickel,1,Nos,57.62,All Item Groups,1,1,1
Vini Insulation Tape Black,Vini Insulation Tape Black,20,Pcs,1,All Item Groups,1,1,1
Vini Insulation Tape Blue,Vini Insulation Tape Blue,10,Pcs,1,All Item Groups,1,1,1
Vini Insulation Tape Red,Vini Insulation Tape Red,10,Pcs,1,All Item Groups,1,1,1
Visibility Rubber Parking Stop,Visibility Rubber Parking Stop,65,Nos,15,All Item Groups,1,1,1
Volga Handle Cekine Cel-Sw,Volga Handle Cekine Cel-Sw,6,Nos,6.89,All Item Groups,1,1,1
Voult Spiral 8MM,Voult Spiral 8MM,1,Pkt,5.5,All Item Groups,1,1,1
W45 Compact Beverage Coller Black,W45 Compact Beverage Coller Black,1,Nos,2742.86,All Item Groups,1,1,1
Walk in closet door repair & alignment,Walk in closet door repair & alignment,,,,All Item Groups,1,1,1
Walking Chiller,Walking Chiller,1,Nos,40,All Item Groups,1,1,1
Wall corner repair & paint touch up work,Wall corner repair & paint touch up work,,,,All Item Groups,1,1,1
"Wall Inlet (Return) 2"" with SS FP & ABS Body","Wall Inlet (Return) 2"" with SS FP & ABS Body",4,Nos,145,All Item Groups,1,1,1
Wall Painting,Wall Painting,,,,All Item Groups,1,1,1
Wall paper fixing with glue 6 location,Wall paper fixing with glue 6 location,,,,All Item Groups,1,1,1
Wall to Ewb,Wall to Ewb,2,Pcs,20,All Item Groups,1,1,1
Wall to Glass Hinges,Wall to Glass Hinges,6,Pcs,65,All Item Groups,1,1,1
Warehouse Space Utilization Rent Daily,Warehouse Space Utilization Rent Daily,,,,All Item Groups,1,1,1
Warning Tape,Warning Tape,2,Roll,7,All Item Groups,1,1,1
washbasin botel trapblockage removal,washbasin botel trapblockage removal,,,,All Item Groups,1,1,1
Washbasin Mixer Supply Work,Washbasin Mixer Supply Work,,,,All Item Groups,1,1,1
Washing Machine Power connection,Washing Machine Power connection,,,,All Item Groups,1,1,1
Washing machine power provision work,Washing machine power provision work,,,,All Item Groups,1,1,1
"Waste Coupling 11/2"" Sink","Waste Coupling 11/2"" Sink",,,,All Item Groups,1,1,1
Water cooling system civil provision work,Water cooling system civil provision work,,,,All Item Groups,1,1,1
Water Glue Tape,Water Glue Tape,1,Pcs,20,All Item Groups,1,1,1
Water Heater Installation Work,Water Heater Installation Work,,,,All Item Groups,1,1,1
Water Heater Repair Work,Water Heater Repair Work,,,,All Item Groups,1,1,1
Water Heater Replacement,Water Heater Replacement,,,,All Item Groups,1,1,1
Water Heater Replacement and ceiling Work,Water Heater Replacement and ceiling Work,,,,All Item Groups,1,1,1
Water Heater Replacement & Tiles Work,Water Heater Replacement & Tiles Work,,,,All Item Groups,1,1,1
"Water Meter 3/4""","Water Meter 3/4""",2,Nos,105,All Item Groups,1,1,1
Waterproofing and civil work,Waterproofing and civil work,,,,All Item Groups,1,1,1
Waterproofing System And Screed Work,Waterproofing System And Screed Work,,,,All Item Groups,1,1,1
Waterproof Paper,Waterproof Paper,6,Nos,1,All Item Groups,1,1,1
Waterproof Paper 120,Waterproof Paper 120,164,Nos,0.77,All Item Groups,1,1,1
Waterproof Paper 220,Waterproof Paper 220,20,Nos,1,All Item Groups,1,1,1
Water Proof Paper 60,Water Proof Paper 60,12,Nos,1,All Item Groups,1,1,1
WaterProof Paper 80,WaterProof Paper 80,50,Nos,0.9,All Item Groups,1,1,1
Waterproof Sheet 120 Gazelle,Waterproof Sheet 120 Gazelle,4,Pkt,40,All Item Groups,1,1,1
Waterproof Sheet 220 Gazelle,Waterproof Sheet 220 Gazelle,3,Pkt,40,All Item Groups,1,1,1
Waterproof Sheet 320 Gazelle,Waterproof Sheet 320 Gazelle,1,Pkt,40,All Item Groups,1,1,1
Waterproof Sheet 400 Gazelle,Waterproof Sheet 400 Gazelle,1,Pkt,40,All Item Groups,1,1,1
"Water supply, dainage &work","Water supply, dainage &work",,,,All Item Groups,1,1,1
Water Tank Cleaning Services,Water Tank Cleaning Services,1,Nos,700,All Item Groups,1,1,1
Water Tanker,Water Tanker,5,Nos,250,All Item Groups,1,1,1
WB Mixer HW & CW pipe swapping,WB Mixer HW & CW pipe swapping,,,,All Item Groups,1,1,1
WC connection & various work,WC connection & various work,,,,All Item Groups,1,1,1
WC Connector,WC Connector,5,Nos,9.4,All Item Groups,1,1,1
"WC Connector Bend Type 4""","WC Connector Bend Type 4""",1,Nos,6,All Item Groups,1,1,1
"WC drainage unblocking, chemical flushing & cleaning.","WC drainage unblocking, chemical flushing & cleaning.",,,,All Item Groups,1,1,1
W/C Flush Fitting Hydroplex Bottom,W/C Flush Fitting Hydroplex Bottom,1,Nos,40,All Item Groups,1,1,1
WC flush repair,WC flush repair,,,,All Item Groups,1,1,1
WC Seat cover Tightening and alignment work,WC Seat cover Tightening and alignment work,,,,All Item Groups,1,1,1
WC Unblocking work,WC Unblocking work,,,,All Item Groups,1,1,1
WD 40 Contact Cleaner,WD 40 Contact Cleaner,13,Nos,13,All Item Groups,1,1,1
Weather Proof Ight Fitting 2x20 IP65 Glaze,Weather Proof Ight Fitting 2x20 IP65 Glaze,4,Nos,45,All Item Groups,1,1,1
Weather Proof socket,Weather Proof socket,,,,All Item Groups,1,1,1
Weather-Proof Switch Socket Compact 13A,Weather-Proof Switch Socket Compact 13A,5,Pcs,45,All Item Groups,1,1,1
Weberad 220 SBR 5Ltr,Weberad 220 SBR 5Ltr,2,Nos,28,All Item Groups,1,1,1
Weber Col Plus White (25kg),Weber Col Plus White (25kg),10,Bag,29,All Item Groups,1,1,1
Weber Col Pro Grey 25KG,Weber Col Pro Grey 25KG,14,Bag,18,All Item Groups,1,1,1
Weber Col Pro White 25KG,Weber Col Pro White 25KG,24,Bag,22,All Item Groups,1,1,1
Weber Dry Roof Coat 20KG,Weber Dry Roof Coat 20KG,20,DRUM,112,All Item Groups,1,1,1
Weber Epoxy 180 Black Grout,Weber Epoxy 180 Black Grout,1,Nos,85,All Item Groups,1,1,1
Weber Joint Deco 171 Platinum 4.5 Kg,Weber Joint Deco 171 Platinum 4.5 Kg,,,,All Item Groups,1,1,1
Weber Joint PU Selant White,Weber Joint PU Selant White,24,Pcs,14,All Item Groups,1,1,1
Weber Premix SP-33 50KG,Weber Premix SP-33 50KG,7,Bag,16,All Item Groups,1,1,1
Weber Premix SRC2,Weber Premix SRC2,1,Nos,25,All Item Groups,1,1,1
Weber Tec Bond 5Ltr,Weber Tec Bond 5Ltr,1,Gln,38,All Item Groups,1,1,1
Weber Tec MC1 Ready Mix,Weber Tec MC1 Ready Mix,143,Bag,19.77,All Item Groups,1,1,1
Wedge Anchor,Wedge Anchor,1,Pkt,19,All Item Groups,1,1,1
Weicon Repair Stick Aqua 57G,Weicon Repair Stick Aqua 57G,1,Pcs,25,All Item Groups,1,1,1
Welder Gloves,Welder Gloves,,,,All Item Groups,1,1,1
White Cement RAK 10Kg,White Cement RAK 10Kg,5,Nos,1.5,All Item Groups,1,1,1
White Sand 1/2 Cbm Trip,White Sand 1/2 Cbm Trip,1,Trip,200,All Item Groups,1,1,1
White Sand 20kg Bag,White Sand 20kg Bag,10,Bag,5,All Item Groups,1,1,1
Willman Safety Shoe 42,Willman Safety Shoe 42,3,Nos,55,All Item Groups,1,1,1
Wind Driven Ventilator  Fan,Wind Driven Ventilator  Fan,,,,All Item Groups,1,1,1
Winding and Bearing,Winding and Bearing,1,Nos,220,All Item Groups,1,1,1
Wine Cooler,Wine Cooler,1,Nos,7500,All Item Groups,1,1,1
Wine Cooler work,Wine Cooler work,,,,All Item Groups,1,1,1
Wire Cap,Wire Cap,6,Nos,1.6,All Item Groups,1,1,1
Wire Clip 10MM Wintex,Wire Clip 10MM Wintex,1,Pkt,7,All Item Groups,1,1,1
Wire Clip 8MM,Wire Clip 8MM,1,Pkt,4,All Item Groups,1,1,1
Wire Connector 10mm,Wire Connector 10mm,2,Pkt,22.5,All Item Groups,1,1,1
Wire Connector 16mm,Wire Connector 16mm,1,Pkt,35,All Item Groups,1,1,1
Wire Connector 6MM,Wire Connector 6MM,2,Pkt,16.5,All Item Groups,1,1,1
Wire Flexible PVC 1C x 10MM Black Mtr,Wire Flexible PVC 1C x 10MM Black Mtr,5,Mtr,6,All Item Groups,1,1,1
Wire Flexible PVC 1C x 10MM Blue Mtr,Wire Flexible PVC 1C x 10MM Blue Mtr,5,Mtr,6,All Item Groups,1,1,1
Wire Flexible PVC 1C x 10MM Red Mtr,Wire Flexible PVC 1C x 10MM Red Mtr,5,Mtr,6,All Item Groups,1,1,1
Wire Flexible PVC 1C x 10MM Yellow Mtr,Wire Flexible PVC 1C x 10MM Yellow Mtr,5,Mtr,6,All Item Groups,1,1,1
Wire Flexible PVC 1C x 10MM Y/G Mtr,Wire Flexible PVC 1C x 10MM Y/G Mtr,1,Mtr,6,All Item Groups,1,1,1
Wire Flexible PVC 1C x 2.5MM Black Mtr,Wire Flexible PVC 1C x 2.5MM Black Mtr,5,Mtr,3,All Item Groups,1,1,1
Wire Flexible PVC 1C x 2.5MM Blue Mtr,Wire Flexible PVC 1C x 2.5MM Blue Mtr,5,Mtr,3,All Item Groups,1,1,1
Wire Flexible PVC 1C x 2.5MM Red Mtr,Wire Flexible PVC 1C x 2.5MM Red Mtr,5,Mtr,3,All Item Groups,1,1,1
Wire Flexible PVC 1C x 2.5MM Yellow Mtr,Wire Flexible PVC 1C x 2.5MM Yellow Mtr,5,Mtr,3,All Item Groups,1,1,1
Wire Flexible PVC 1C x 2.5MM Y/G Mtr,Wire Flexible PVC 1C x 2.5MM Y/G Mtr,1,Mtr,3,All Item Groups,1,1,1
Wire Flexible PVC 1C x 4mm Black Mtr,Wire Flexible PVC 1C x 4mm Black Mtr,5,Mtr,4,All Item Groups,1,1,1
Wire Flexible PVC 1C x 4mm Blue Mtr,Wire Flexible PVC 1C x 4mm Blue Mtr,5,Mtr,4,All Item Groups,1,1,1
Wire Flexible PVC 1C x 4MM Red Mtr,Wire Flexible PVC 1C x 4MM Red Mtr,5,Mtr,4,All Item Groups,1,1,1
Wire Flexible PVC 1C x 4MM Yellow Mtr,Wire Flexible PVC 1C x 4MM Yellow Mtr,5,Mtr,4,All Item Groups,1,1,1
Wire Flexible PVC 1C x 4mm Y/G Mtr,Wire Flexible PVC 1C x 4mm Y/G Mtr,1,Mtr,4,All Item Groups,1,1,1
Wire Flexible PVC 1C x 6MM Black Mtr,Wire Flexible PVC 1C x 6MM Black Mtr,5,Mtr,5,All Item Groups,1,1,1
Wire Flexible PVC 1C x 6MM Blue Mtr,Wire Flexible PVC 1C x 6MM Blue Mtr,5,Mtr,5,All Item Groups,1,1,1
Wire Flexible PVC 1C x 6MM Red Mtr,Wire Flexible PVC 1C x 6MM Red Mtr,5,Mtr,5,All Item Groups,1,1,1
Wire Flexible PVC 1C x 6MM Yellow Mtr,Wire Flexible PVC 1C x 6MM Yellow Mtr,5,Mtr,5,All Item Groups,1,1,1
Wire Flexible PVC 1C x 6MM Y/G Mtr,Wire Flexible PVC 1C x 6MM Y/G Mtr,1,Mtr,5,All Item Groups,1,1,1
Wire Flexible PVC 3C x 2.5MM 100Y Acrab,Wire Flexible PVC 3C x 2.5MM 100Y Acrab,1,Roll,285,All Item Groups,1,1,1
